Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
18445081462447029340,000001F1,false,Rx,0,8,AE,0E,00,00,08,00,00,72,
18445081462447029596,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462447029853,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462447030066,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462447030280,000002C3,false,Rx,0,6,06,4B,06,A0,0F,FF,00,00,
18445081462447030494,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462447030622,000002D3,false,Rx,0,2,03,03,00,00,00,00,00,00,
18445081462447030921,000003C1,false,Rx,0,8,07,65,A7,80,00,00,00,00,
18445081462447031177,000003D1,false,Rx,0,8,00,2B,80,00,00,00,00,00,
18445081462447031861,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462447034509,000003E9,false,Rx,0,8,00,00,00,00,00,00,00,00,
18445081462447034680,000001E1,false,Rx,0,5,00,FD,13,00,60,00,00,00,
18445081462447037200,000001F3,false,Rx,0,2,C0,E0,00,00,00,00,00,00,
18445081462447039422,000003C9,false,Rx,0,8,07,66,00,00,00,00,00,00,
18445081462447040490,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462447040746,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462447041002,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462447041258,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462447041472,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462447041728,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462447041899,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462447042070,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462447048264,0000019D,false,Rx,0,8,80,00,3F,FE,00,00,00,FF,
18445081462447048392,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462447048649,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462447051810,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462447052878,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462447053134,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462447053390,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462447053604,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462447053860,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462447054074,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462447054373,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462447054629,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462447054843,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462447062276,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462447064583,000001E1,false,Rx,0,5,00,00,10,00,00,00,00,00,
18445081462447065480,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462447065693,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462447065949,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462447066163,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462447066419,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462447066676,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462447066804,000001F3,false,Rx,0,2,00,20,00,00,00,00,00,00,
18445081462447066975,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462447071674,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462447073126,0000019D,false,Rx,0,8,C0,00,3F,FD,00,00,00,FF,
18445081462447073297,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462447073553,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462447077953,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462447078210,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462447078423,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462447078679,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462447078893,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462447079149,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462447079406,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462447079662,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462447079876,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462447080089,000002C3,false,Rx,0,6,06,4B,06,A0,0F,FF,00,00,
18445081462447080303,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462447080474,000002D3,false,Rx,0,2,03,03,00,00,00,00,00,00,
18445081462447081755,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462447090427,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462447090683,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462447090897,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462447091153,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462447091409,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462447091623,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462447091794,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462447091965,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462447094699,000001E1,false,Rx,0,5,00,FF,11,00,20,00,00,00,
18445081462447096493,000001F3,false,Rx,0,2,40,60,00,00,00,00,00,00,
18445081462447098116,0000019D,false,Rx,0,8,00,00,00,00,00,00,00,FF,
18445081462447098330,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462447098586,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462447101875,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462447102986,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462447103200,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462447103456,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462447103712,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462447103926,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462447104182,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462447104396,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462447104695,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462447104866,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462447112213,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462447115417,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462447115673,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462447115930,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462447116143,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462447116399,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462447116656,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462447116827,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462447121867,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462447123106,0000019D,false,Rx,0,8,40,00,3F,FF,00,00,00,FF,
18445081462447123277,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462447123533,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462447124815,0000012A,false,Rx,0,8,57,00,00,00,B2,58,3F,FF,
18445081462447126865,00000134,false,Rx,0,4,00,00,10,00,00,00,00,00,
18445081462447127933,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462447128190,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462447128446,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462447128660,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462447128916,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462447129129,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462447129386,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462447129557,000001E1,false,Rx,0,5,00,FE,12,00,40,00,00,00,
18445081462447129813,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462447130026,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462447130240,000002C3,false,Rx,0,6,06,4B,06,A0,0F,FF,00,00,
18445081462447130454,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462447130625,000002D3,false,Rx,0,2,03,03,00,00,00,00,00,00,
18445081462447130881,000003C1,false,Rx,0,8,07,65,A7,80,00,00,00,00,
18445081462447131137,000003D1,false,Rx,0,8,00,2B,80,00,00,00,00,00,
18445081462447131692,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462447132034,000001F1,false,Rx,0,8,AE,0E,00,00,08,00,00,72,
18445081462447134512,000003E9,false,Rx,0,8,00,00,00,00,00,00,00,00,
18445081462447134640,000001F3,false,Rx,0,2,80,A0,00,00,00,00,00,00,
18445081462447137203,000003C9,false,Rx,0,8,07,66,00,00,00,00,00,00,
18445081462447140578,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462447140749,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462447140962,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462447141219,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462447141432,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462447141688,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462447141859,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462447142030,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462447148182,0000019D,false,Rx,0,8,80,00,3F,FE,00,00,00,FF,
18445081462447148395,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462447148652,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462447151855,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462447152881,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462447153137,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462447153393,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462447153650,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462447153863,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462447154119,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462447154333,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462447154547,000001E1,false,Rx,0,5,00,FD,13,00,60,00,00,00,
18445081462447154803,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462447154974,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462447162193,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462447164543,000001F3,false,Rx,0,2,C0,E0,00,00,00,00,00,00,
18445081462447165482,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462447165696,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462447165952,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462447166209,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462447166422,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462447166679,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462447166892,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462447171719,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462447173172,0000019D,false,Rx,0,8,C0,00,3F,FD,00,00,00,FF,
18445081462447173343,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462447173599,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462447177913,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462447178170,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462447178426,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462447178640,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462447178896,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462447179109,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462447179366,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462447179665,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462447179836,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462447180049,000002C3,false,Rx,0,6,06,4B,06,A0,0F,FF,00,00,
18445081462447180263,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462447180434,000002D3,false,Rx,0,2,03,03,00,00,00,00,00,00,
18445081462447181715,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462447181972,000001E1,false,Rx,0,5,00,00,10,00,00,00,00,00,
18445081462447190558,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462447190729,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462447190942,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462447191199,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462447191412,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462447191669,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462447191839,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462447192010,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462447194830,000001F3,false,Rx,0,2,00,20,00,00,00,00,00,00,
18445081462447198247,0000019D,false,Rx,0,8,00,00,00,00,00,00,00,FF,
18445081462447198418,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462447198674,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462447201878,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462447202903,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462447203160,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462447203416,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462447203630,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462447203886,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462447204099,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462447204356,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462447204612,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462447204826,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462447212259,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462447214736,000001E1,false,Rx,0,5,00,FF,11,00,20,00,00,00,
18445081462447215420,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462447215676,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462447215932,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462447216189,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462447216402,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462447216659,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462447216829,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462447221998,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462447223152,0000019D,false,Rx,0,8,40,00,3F,FF,00,00,00,FF,
18445081462447223280,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462447223536,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462447224903,0000012A,false,Rx,0,8,57,00,00,00,B2,58,3F,FF,
18445081462447226911,00000134,false,Rx,0,4,00,00,10,00,00,00,00,00,
18445081462447227936,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462447228192,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462447228449,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462447228662,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462447228919,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462447229132,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462447229389,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462447229602,00000138,false,Rx,0,5,00,00,00,00,02,00,00,00,
18445081462447229816,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462447230029,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462447230243,000002C3,false,Rx,0,6,06,4B,06,A0,0F,FF,00,00,
18445081462447230457,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462447230627,000002D3,false,Rx,0,2,03,03,00,00,00,00,00,00,
18445081462447230884,000003C1,false,Rx,0,8,07,65,A7,80,00,00,00,00,
18445081462447231140,000003D1,false,Rx,0,8,00,2B,80,00,00,00,00,00,
18445081462447231781,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462447232123,000001F1,false,Rx,0,8,AE,0E,00,00,08,00,00,72,
18445081462447234515,000003E9,false,Rx,0,8,00,00,00,00,00,00,00,00,
18445081462447234643,000001F3,false,Rx,0,2,40,60,00,00,00,00,00,00,
18445081462447234899,000003F9,false,Rx,0,8,00,00,00,00,55,00,0B,02,
18445081462447235070,000003FB,false,Rx,0,2,00,37,00,00,00,00,00,00,
18445081462447235284,000004C1,false,Rx,0,8,00,C9,3F,3A,50,00,00,00,
18445081462447235540,000004D1,false,Rx,0,8,08,00,04,03,1E,87,00,9C,
18445081462447235882,000004F1,false,Rx,0,8,01,EE,01,EE,00,6B,00,9C,
18445081462447236095,00000772,false,Rx,0,7,00,11,07,00,00,7F,01,00,
18445081462447237249,000003C9,false,Rx,0,8,07,66,00,00,00,00,00,00,
18445081462447239983,000003F1,false,Rx,0,8,00,FF,69,18,82,F3,00,74,
18445081462447240581,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462447240752,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462447240965,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462447241221,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462447241478,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462447241734,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462447241862,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462447242033,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462447244639,000001E1,false,Rx,0,5,00,FE,12,00,40,00,00,00,
18445081462447246775,000004E1,false,Rx,0,8,42,52,32,31,36,33,36,36,
18445081462447247074,000004E9,false,Rx,0,5,01,20,3E,55,17,00,00,00,
18445081462447248227,0000019D,false,Rx,0,8,80,00,3F,FE,00,00,00,FF,
18445081462447248398,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462447248654,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462447249637,00000514,false,Rx,0,8,47,4E,4C,43,32,45,30,34,
18445081462447251901,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462447252285,0000052A,false,Rx,0,8,03,03,FF,FF,FF,FF,02,FF,
18445081462447252969,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462447253225,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462447253482,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462447253695,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462447253951,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462447254165,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462447254421,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462447254678,00000771,false,Rx,0,7,00,40,00,00,00,00,00,00,
18445081462447254891,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462447255105,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462447262239,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462447264588,000001F3,false,Rx,0,2,80,A0,00,00,00,00,00,00,
18445081462447265443,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462447265699,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462447265912,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462447266169,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462447266425,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462447266639,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462447266852,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462447271722,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462447271978,000001E1,false,Rx,0,5,00,FD,13,00,60,00,00,00,
18445081462447273132,0000019D,false,Rx,0,8,C0,00,3F,FD,00,00,00,FF,
18445081462447273345,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462447273602,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462447277959,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462447278215,000000C9,false,Rx,0,8,00,00,00,00,00,40,08,00,
18445081462447278472,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462447278685,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462447278899,00000199,false,Rx,0,8,CF,FF,0B,82,F4,7B,00,FF,
18445081462447279155,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462447279411,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462447279668,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462447279881,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462447280095,000002C3,false,Rx,0,6,06,4B,06,A0,0F,FF,00,00,
18445081462447280308,000002D1,false,Rx,0,6,00,00,00,00,00,00,00,00,
18445081462447280479,000002D3,false,Rx,0,2,03,03,00,00,00,00,00,00,
18445081462447281804,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462447290475,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462447290689,000000C9,false,Rx,0,8,00,00,00,07,00,40,08,00,
18445081462447290945,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462447291201,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462447291415,00000199,false,Rx,0,8,0F,FF,0B,82,F4,7E,00,FF,
18445081462447291671,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462447291842,000000F1,false,Rx,0,4,34,89,00,40,00,00,00,00,
18445081462447292013,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462447294833,000001F3,false,Rx,0,2,C0,E0,00,00,00,00,00,00,
18445081462447298207,0000019D,false,Rx,0,8,00,00,00,00,00,00,00,FF,
18445081462447298378,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462447298634,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
18445081462447298763,000004C9,false,Rx,0,4,60,3F,C1,00,00,00,00,00,
18445081462447299019,0000077F,false,Rx,0,7,00,00,00,00,00,00,00,00,
18445081462447302095,000000F1,false,Rx,0,4,00,89,00,40,00,00,00,00,
18445081462447302906,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462447303163,000000C9,false,Rx,0,8,00,00,00,0A,00,40,08,00,
18445081462447303419,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462447303632,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462447303889,00000199,false,Rx,0,8,4F,FF,0B,82,F4,7D,00,FF,
18445081462447304102,000001A1,false,Rx,0,7,00,10,01,00,00,00,00,00,
18445081462447304359,000001C3,false,Rx,0,8,06,4B,06,4B,00,00,00,00,
18445081462447304572,000001E1,false,Rx,0,5,00,00,10,00,00,00,00,00,
18445081462447304829,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462447305042,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462447312176,000000F1,false,Rx,0,4,1C,89,00,40,00,00,00,00,
18445081462447315465,000000C7,false,Rx,0,4,03,FE,00,00,00,00,00,00,
18445081462447315722,000000C9,false,Rx,0,8,00,00,00,0D,00,40,08,00,
18445081462447315978,000000F9,false,Rx,0,8,00,00,40,00,00,00,00,FF,
18445081462447316192,00000191,false,Rx,0,8,06,4B,06,4B,05,CA,00,00,
18445081462447316448,00000199,false,Rx,0,8,8F,FF,0B,82,F4,7C,00,FF,
18445081462447316661,000001ED,false,Rx,0,8,01,90,00,00,00,00,17,C0,
18445081462447316875,000001EF,false,Rx,0,4,00,00,00,00,00,00,00,00,
18445081462447321830,000000F1,false,Rx,0,4,28,89,00,40,00,00,00,00,
18445081462447322129,0000012A,false,Rx,0,8,57,00,00,00,B2,58,3F,FF,
18445081462447323155,0000019D,false,Rx,0,8,40,00,3F,FF,00,00,00,FF,
18445081462447323325,000001AF,false,Rx,0,3,00,00,00,00,00,00,00,00,
18445081462447323539,000001F5,false,Rx,0,8,0F,0F,00,01,00,00,03,00,
